name,code,address,state,off_ph_no,off_ph_no_2,fax_no,email,website,gender,res_type,aff_type,is_icse,is_isc,is_cve,princi_name
Mount Carmel School,PU067,"Kristu Jayanti Nagar Village Dhahe, P.o. Jindwari Ropar Rupnagar-140 123",PUNJAB,01887264001,,01887264001,head@pu067cisce.org,pu067cisce.org,Co-ed.,Day,Permanent,True,False,False,Thomas Chakkungal
Christ Jyoti Convent School,PU068,Gazipur Road Sultanpur Lodhi Sultanpur Lodhi Kapurthala-144 626,PUNJAB,01828222079,07355541579,,cjcschool@ymail.com,pu068cisce.org,Co-ed.,Day,Permanent,True,True,False,Agnette C.s.n.
St. Thomas Convent School,PU069,Santom Nagar Rajasansi Amritsar-143 101,PUNJAB,01858233727,7347219029,01858233727,head@pu069cisce.org,pu069cisce.org,Co-ed.,Day,Permanent,True,False,False,Merly Merly S.a.b.s.
Sacred Heart Convent School,PU070,Pak Dil Nagar Punga Ajnala Amritsar-143 103,PUNJAB,01858216201,09317597474,,shcspunga@gmail.com,pu070cisce.org,Co-ed.,Day,Provisional,True,False,False,Nirmala
Sacred Heart Convent School,PU071,Barnala Road Raikot Ludhiana-141 109,PUNJAB,01624266190,,,head@pu071cisce.org,pu071cisce.org,Co-ed.,Day,Permanent,True,False,False,Elsy .jose
Sacred Heart Convent School,PU072,"Majitha, Rohri Village Amritsar-143 601",PUNJAB,01832774233,,,shcmajitha14@gmail.com,pu072cisce.org,Co-ed.,Day,Provisional,True,False,False,Betsy Betsy Csc
Sacred Heart Convent School,PU073,Takkarpura Tarn Taran-143 416,PUNJAB,8195875075,01851500322,01851243134,officeshcspatti@gmail.com,pu073cisce.org,Co-ed.,Day,Permanent,True,True,False,Jasmine C.s.n.
St. Augustine School,PU074,"Pandori, P.o. Lamin Tehsil Mukerian Hoshiarpur-144 205",PUNJAB,01883292929,09815077334,,sasedu01@gmail.com,pu074cisce.org,Co-ed.,Day,Permanent,True,True,False,Mahesh Sharma
British International School,PU075,"Bir Ahmedabad, Nabha Road Sangrur-148 023",PUNJAB,01675253891,,,enquiries@britishinternationalschool.net,pu075cisce.org,Co-ed.,,Provisional,True,False,False,Bipan Singh Rana
Doon Junior School,PU076,Border Road Ferozepur-152 002,PUNJAB,01632246788,7087627788,01632246788,doonschl@yahoo.com,pu076cisce.org,Co-ed.,Day,Provisional,True,False,False,Amanjot Gupta
Indian Heritage School,PU077,Bungal Pathankot Pathankot Gurdaspur-145 001,PUNJAB,01870250180,,01870250180,head@pu077cisce.org,pu077cisce.org,Co-ed.,,Permanent,True,True,False,Shashi Luther
Christ The King Convent School,PU078,Bholath Kapurthala-144 622,PUNJAB,01822324040,09814427178,,christthekingconventschool@gmail.com,pu078cisce.org,Co-ed.,,Permanent,True,False,False,Violet C.s.n.
St. Joseph's Convent School,PU079,Ferozepur Road V.P.O. Ghal - Kalan Moga-142 048,PUNJAB,9781343335,,,stjosephmoga@gmail.com,pu079cisce.org,Co-ed.,Day,Permanent,True,False,False,Anna Joseph S.d.
Sacred Heart Convent School,PU080,Majara Road Sahnewal Ludhiana-141 120,PUNJAB,01612846693,01612847611,01612846693,head@pu080cisce.org,pu080cisce.org,Co-ed.,Day,Permanent,True,True,False,Crispin Maria Dm
Guru Teg Bahadur International School,PU081,Kalyanpur P.o. Dhariwal Gurdaspur-143 519,PUNJAB,01874326661,09316161636,01874276663,head@pu081cisce.org,pu081cisce.org,Co-ed.,Day,Permanent,True,True,False,Ravneet Kaur
St. Mary's Convent School,PU082,V. P. O. Chamiyari Ajnala Amritsar-143 103,PUNJAB,01858256004,9463647711,01858256004,head@pu082cisce.org,pu082cisce.org,Co-ed.,Day,Provisional,True,False,False,Rositta M J
Mata Baljinder Kaur Memorial Kaler International Public School,PU083,Jalal Road Samadh Bhai Punjab Moga-142 072,PUNJAB,9779266322,8427366322,,head@pu083cisce.org,pu083cisce.org,Co-ed.,Day,Permanent,True,True,False,Sanjay Sakalani
J.d.s. Public School,PU084,Chabhal Road To Thande Road V. & P.o. Fatahpur Amritsar-143 009,PUNJAB,7528949617,8196905000,,head@pu084cisce.org,pu084cisce.org,Co-ed.,,Provisional,True,False,False,Kunwar M.s. Pannu
Sawan International School,PU085,Ambala - Chandigarh Road Lalru Mohali SAS Nagar-140 501,PUNJAB,9416600300,,,sawaninternationalschool@gmail.com,pu085cisce.org,Co-ed.,Day,Permanent,True,True,False,Dalvinder Kaur Mehta
St. Mary's Convent School,PU086,Shahwazpur Teh. Dasuya Hoshiarpur-144 203,PUNJAB,01886222722,,,stmarystanda@gmail.com,pu086cisce.org,Co-ed.,Day,Provisional,True,False,False,Rositta M.j.
St. Mahapragya Convent School,PU087,Opp. Science College Raikot Road Jagraon Ludhiana-142 026,PUNJAB,01624223009,,01624224009,head@pu087cisce.org,pu087cisce.org,Co-ed.,Day,Provisional,True,True,False,Varinder Sharma
Ram Lal Bhasin Public School,PU088,Phase 1 Dugri Ludhiana-141 013,PUNJAB,01612502002,,,head@pu088cisce.org,pu088cisce.org,Co-ed.,Day,Permanent,True,True,False,Raman Oberoi
Sacred Heart Convent School,PU089,Catholic Centre Beas P.O. Amritsar-143 201,PUNJAB,9988553942,9779930628,,shcsbeas@gmail.com,pu089cisce.org,Co-ed.,Day,Provisional,True,False,False,Sr. Amala M.j.
S.m.s. Memorial Public School,PU090,V.p.o. Jarg Tehsil Payal Ludhiana-141 415,PUNJAB,01628287133,01628287433,01628287333,head@pu090cisce.org,pu090cisce.org,Co-ed.,Day,Provisional,True,False,False,Kuldip Kaur
Punjab Children Academy,PU091,Near Goindwal Railway Crossing Tarn Taran Tarn Taran-143 401,PUNJAB,01852223157,01852223167,01852320797,head@pu091cisce.org,pu091cisce.org,Co-ed.,Day,Permanent,True,False,False,Sandhya Khanna
Mount Carmel School,PU092,Village Siana Nawanshahr-144 521,PUNJAB,01885222200,01885222100,,mcsbalachaur@gmail.com,pu092cisce.org,Co-ed.,Day,Permanent,True,False,False,Bindhu C.a.
Indo-swiss International Convent School,PU093,15 - Garden Colony Behind D.a.v. College Nakodar Jalandhar-144 040,PUNJAB,01821257901,01821325549,01821257903,indoswissnakodar@yahoo.in,pu093cisce.org,Co-ed.,Day,Provisional,True,True,False,Rashu Rikhi
Gobind International Public School,PU094,"Barnala Road Bhadaur, Teh. Tapa Barnala-148 102",PUNJAB,01679275340,8427404440,01679275440,head@pu094cisce.org,pu094cisce.org,Co-ed.,,Permanent,True,True,False,Prinicipal
Sacred Heart Convent School,PU095,Bhattian Jalandhar Road Ludhiana-141 008,PUNJAB,01616550259,01612827393,01612827393,head@pu095cisce.org,pu095cisce.org,Co-ed.,Day,Provisional,True,False,False,Elseena M.j.
St. Joseph's School,PU096,Chandigarh Road Fatehgarh Sahib-141 127,PUNJAB,01628631439,09041128065,0000000,saintjosephschoolkhamano@gmail.com,pu096cisce.org,Co-ed.,Day,Permanent,True,False,False,Divjot Kochhar
British Convent School,PU097,Patiala Road Sunam Sangrur-148 028,PUNJAB,+919872709000,+919988509000,,britishconventschool@yahoo.co.in,pu097cisce.org,Co-ed.,Day,Provisional,True,False,False,Sonal Jaura
Sacred Heart Convent School,PU098,Kohara Road Machhiwara Ludhiana-141 114,PUNJAB,01628251237,,,shcsmachiwara@gmail.com,pu098cisce.org,Co-ed.,Day,Permanent,True,True,False,Sr. Flower Therese
St. Francis Convent School,PU099,Kotli Surat Malhi Dhianpur P.O. NA Gurdaspur-143 605,PUNJAB,01871262203,,01871262203,head@pu099cisce.org,pu099cisce.org,Co-ed.,Day,Permanent,True,False,False,Sr. Prabha Mario Chf
International Fateh Academy,PU100,Academy Road Jandiala Guru Jandialaguru Amritsar-143 115,PUNJAB,01832430201,01832430205,01832430204,head@pu100cisce.org,pu100cisce.org,Co-ed.,,Permanent,True,True,False,Manjit Kaur
The Trinity School,PU101,"Tanda Road, Asalpur P.o. Nainowal Jattan Hoshiarpur-146 001",PUNJAB,09463672809,09815007373,284141,anitalawrence5@yahoo.com,pu101cisce.org,Co-ed.,Day,Permanent,True,False,False,Robinson Joseph
Ambrosial Public School,PU102,Awan Road Zira Ferozepur-142 047,PUNJAB,01682253365,,,head@pu102cisce.org,pu102cisce.org,Co-ed.,Day,Permanent,True,True,False,Tej Singh Thakur
St. Mary's Convent School,PU103,Marian Nagar Othian Ajnala Amritsar-143 102,PUNJAB,01858260104,7087616115,01858260104,head@pu103cisce.org,pu103cisce.org,Co-ed.,Day,Permanent,True,True,False,Jis Maria
St. Joseph's School,PU104,"Bharariwal Fatahpur P.O., Chabal Road Amritsar-143 009",PUNJAB,8054688445,9915757222,,stjosephs2003@gmail.com,pu104cisce.org,Co-ed.,Day,Provisional,True,False,False,Fr. Justin Kattamala
B.B.S.B. Convent School,PU105,Jagraon - Jalandhar Road Sidhwan Bet Ludhiana-142 033,PUNJAB,01624280444,09814726290,01624280444,bbsbconventschool@gmail.com,pu105cisce.org,Co-ed.,Day,Provisional,True,True,False,Anita Kumari
Revel Dale Public School,PU106,Rangarh Attari Amritsar-143 108,PUNJAB,9855178300,9872442278,01832382848,reveldale300@gmail.com,pu106cisce.org,Co-ed.,Day,Permanent,True,True,False,Navtej Singh Chatha
California Public School,PU107,Vill. & P.O. Khukhrana G.T. Road Moga-142 048,PUNJAB,8054146595,8872599200,8054146595,californiapublic.singh@gmail.com,pu107cisce.org,Co-ed.,Day,Permanent,True,True,False,Ved Prakash
St. Joseph's Convent School,PU108,Marian Avenue Deep Nagar Jalandhar Cantt. Jalandhar-144 005,PUNJAB,01812632110,01812632200,01812631100,head@pu108cisce.org,pu108cisce.org,Co-ed.,Day,Permanent,True,True,False,Jeena Sabs
Gagan International School,PU109,V.P.O. Purana Shalla Gurdaspur-143 530,PUNJAB,01874288123,,01874288123,head@pu109cisce.org,pu109cisce.org,Co-ed.,Day,Permanent,True,False,False,Samrita Charak
St. Joseph's Convent School,PU110,Near Power House Khasa Pind Amritsar-143 107,PUNJAB,8195094999,01836500564,,stjosephkhasa@gmail.com,pu110cisce.org,Co-ed.,Day,Provisional,True,False,False,Anjali .
The Sovereign School,PU111,Vpo : Mansar Tehsil : Mukerian Hoshiarpur-144 306,PUNJAB,08427284273,09914028111,,thesovereignprincipal@gmail.com,pu111cisce.org,Co-ed.,Day,Permanent,True,True,False,Rajesh Sharma
St. Joseph's Convent School,PU112,Malpur Arkan Teh. Nawanshahr S.B.S. Nagar NA-144 514,PUNJAB,01823278965,,,stjosephnawa2010@yahoo.com,pu112cisce.org,Co-ed.,Day,Provisional,True,False,False,George Edayal
Sant Baba Gurmukh Singh International School,PU113,Barkandi Road Muktsar Sahib Muktsar-152 026,PUNJAB,9478313813,7814313813,,sbgsmks@gmail.com,pu113cisce.org,Co-ed.,Day,Provisional,True,False,False,Jyoti Batra
Jogindra Convent School,PU114,Jogindergarh (Badhni Gulab Singh) Ferozepur-142052,PUNJAB,01632250065,,01632250465,jcs.ferozepur@gmail.com,pu114cisce.org,Co-ed.,,Provisional,True,False,False,Satish Kumar
Holy Family Convent School,PU115,Dhirowal Po Madi Pannuwan Srihargobindpur Gurdaspur-143515,PUNJAB,8437907533,01872212640,01872212023,hfcshargobindpur@ymail.com,pu115cisce.org,Co-ed.,Day,Provisional,True,False,False,Rincy Rose
Holy Family Convent School,PU116,"Nabha Sahib, Patiala Road P.o-dayalpura, Zirakpur SAS Nagar-140603",PUNJAB,01762287040,9459346845,01762288000,head@pu116cisce.org,pu116cisce.org,Co-ed.,Day,Provisional,True,False,False,Ancitta Sabs Mini Kj
Mai Bhago International Public School,PU117,Usma Tarn Taran Tarn Taran-143401,PUNJAB,09316400005,09356649492,01852222225,drrp24@gmail.com,pu117cisce.org,Co-ed.,Day,Provisional,True,True,False,Verinder Singh
Baalak Yesu Convent School,PU118,Village Phatak Majri P.o. Sadhugarh Sirhind Fatehgarh Sahib-140406,PUNJAB,01763266181,,01763266181,bycschool1@gmail.com,pu118cisce.org,Co-ed.,Day,Provisional,True,False,False,Sr. Josaine Psa
Guru Gobind Singh Convent School,PU119,Village Sohawa Post Office Sarhali Kalan Tarn Taran Tarn Taran-143410,PUNJAB,09814378362,,01852212878,head@pu119cisce.org,pu119cisce.org,Co-ed.,,Permanent,True,True,False,Anu Bhardwaj
Sant Baba Hari Singh Model School,PU120,Khalsa Collage Campus Shaheedan Road Mahilpur Hoshiarpur-146105,PUNJAB,01884245234,,01884245234,head@pu120cisce.org,pu120cisce.org,Co-ed.,Day,Provisional,True,False,False,Jeen C Kurian
The Milestone Smart School,PU121,D.L.F. Colony Sirhind Road Patiala-147003,PUNJAB,01753209797,01752359797,01755009969,milestonesmartschool@gmail.com,pu121cisce.org,Co-ed.,Day,Provisional,True,False,False,Neerja Sethi
Little Flower Convent School,PU122,"Guruharsahai, Mohan Ke Road Ferozepur-152 022",PUNJAB,,,,littleflowerghs33@gmail.com,pu122cisce.org,Co-ed.,Day,Provisional,True,False,False,Sr. Ajaya Psa
Gagan International School,PU123,"Vpo Kalanaur, Teh.& Dist. Gurdaspur Gurdaspur-143512",PUNJAB,,,,giskalanaur@gmail.com,pu123cisce.org,Co-ed.,Day,Provisional,True,False,False,Elezebath Joseph
ST. ROOP CONVENT SCHOOL,PU124,Patiala-sirhind Road Near Nandpur Kesho Bus Stand Village Mallanheri Fatehgarh Sahib-147001,PUNJAB,01752303373,,01752303373,ed.roopconvent@gmail.com,pu124cisce.org,Co-ed.,Day,Provisional,True,False,False,Abhilasha Sharma
St. Michael's Convent School,PU125,Julkan Post Yesu Nagar Patiala-147111,PUNJAB,01752632246,,,st.michael2006julkan@gmail.com,pu125cisce.org,Co-ed.,Day,Provisional,True,False,False,John Thatheus
St. Francis High School,PU126,Village Chabhal Amritsar Road Tarn Taran-143301,PUNJAB,01852277340,01852215210,01852277340,head@pu126cisce.org,pu126cisce.org,Co-ed.,Day,Provisional,True,False,False,John George
Captain's School Of Excellence,PU127,"Village- Pindi, Fatehgarh Churian Tehsil - Batala Gurdaspur-143602",PUNJAB,9815132992,7307626842,01874500056,harindersingh.cse@gmail.com,pu127cisce.org,Co-ed.,Day,Provisional,True,False,False,Davinder Kaur Kaur
Sacred Heart Convent School,PU128,"Pak Dil Nagar Mari Gorh Singh, Khemkaran Road Tarn Taran-143303",PUNJAB,8872644247,8437868474,01851225225,shcsbkw@gmail.com,pu128cisce.org,Co-ed.,Day,Provisional,True,False,False,Sr. Ancy P
St. Mary's Convent School,PU129,Machinangal Sangatpura P O Amritsar-143606,PUNJAB,,,,head@PU129cisce.org,pu129cisce.org,Co-ed.,Day,Provisional,True,False,False,Claris Louis Rfts
The Renaissance School,PU130,Vill. Khiala Kalan Near Police Line Mansa-151505,PUNJAB,9646390006,+919464128998,01642741492,head@pu130cisce.org,pu130cisce.org,Co-ed.,Day,Provisional,True,False,False,Sukhvinder Kaur
Pathways Global School,PU131,Dharamkot Road Moga-142043,PUNJAB,01682241578,,01682241578,pathwaysglobalschool.13@gmail.com,pu131cisce.org,Co-ed.,Day,Provisional,True,False,False,Sandeep Kaur
Sri Guru Harkrishan Public School,PU132,Friends Avenue Airport Road Amritsar-143001,PUNJAB,01832590620,01832590620,01832590620,sghps_aprd@yahoo.com,pu132cisce.org,Co-ed.,Day,Provisional,True,False,False,Ravinder Kaur Bumra
B V M  International School,PU133,"Barnala Road, Khuddi Kalan Barnala-148101",PUNJAB,9878485282,9417235082,01679239082,pkarora73@gmail.com,pu133cisce.org,Co-ed.,,Provisional,True,False,False,Naresh Kumar Sharma
S F C Convent School,PU134,Jalalabad(east) Moga-142042,PUNJAB,9876400621,,9876400621,head@pu134cisce.org,pu134cisce.org,Co-ed.,Day,Provisional,True,False,False,Manju Mol.s
Pristine Vibe School,PU135,Hira Singh Nager Kotkapura Faridkot-151204,PUNJAB,01635220146,,01635225566,pristinevibeschool@yahoo.com,pu135cisce.org,Co-ed.,Day,Provisional,True,False,False,Vaneet Waraich
Akal Academy,PU136,Village Makhangarh P.O. Barian Kalan Hoshiarpur-146101,PUNJAB,1615061930,,9876590242,aamakhangarh@akalacademy.ac.in,pu136cisce.org,Co-ed.,,Provisional,True,False,False,Sukhwinder Kaur
St. Paul's Convent School,PU137,Village Ajrawar P.O. Via Kauli Patiala-140701,PUNJAB,01762246228,01762246231,01762246228,saintpaulajrawar@gmail.com,pu137cisce.org,Co-ed.,Day,Provisional,True,False,False,Florence Km
Children's Academy,RA001,Nirman Nagar King's Road Jaipur-302 019,RAJASTHAN,01412812723,01412812724,01414005496,head@ra001cisce.org,ra001cisce.org,Co-ed.,D/R,Permanent,True,True,False,Hemant Kachhawa
Sophia High School,RA002,. Mount Abu Sirohi-307 501,RAJASTHAN,02974238990,,02974238990,head@ra002cisce.org,ra002cisce.org,Girls,D/R,Provisional,True,False,False,Prema
St. Mary's High School,RA003,Mount Abu Sirohi-307 501,RAJASTHAN,02974238894,,,stmarysh@gmail.com,ra003cisce.org,Boys,D/R,Permanent,True,True,False,Mary Joseph
Mayo College Girls' School,RA006,Mayo Link Road Ajmer-305 008,RAJASTHAN,01452661286,01455130286,01452660286,principal@mcgs.ac.in,ra006cisce.org,Girls,,Permanent,True,True,False,Kanchan Khandke
Springfield School,RA007,"Kiran Path, Sector 3 Manasarovar Jaipur-302 020",RAJASTHAN,01412392542,01412392790,01412390809,head@ra007cisce.org,ra007cisce.org,Co-ed.,Day,Permanent,True,True,False,Keith Rose
Hillview Adventist School,RA009,Ramble Road Ramble Road Ajmer-305 006,RAJASTHAN,01452627895,01452787290,,head@ra009cisce.org,ra009cisce.org,Co-ed.,Day,Permanent,True,True,False,Evangeline Massey
St. Mary's Senior Secondary School,RA010,Near Circuit House Jaipur Road Sikar-332 001,RAJASTHAN,01572245030,01572245222,01572245030,stmaryra010@gmail.com,ra010cisce.org,Co-ed.,Day,Provisional,True,True,False,Avila
Mayura School,RA011,Naila Bagh Palace Moti Dungri Road Jaipur-302 004,RAJASTHAN,01412601299,,01412601299,info@mayuraschool.com,ra011cisce.org,Co-ed.,Day,Provisional,True,False,False,Rowena Allison Castelino
Saint Paul's School,RA012,Station Road Durgapura Jaipur-302 015,RAJASTHAN,01412550056,,,sps.unit2jpr@gmail.com,ra012cisce.org,Co-ed.,Day,Provisional,True,True,False,Vijay Lobo
Children Garden Play School,RA013,"Opp. Geejgarh House Keshav Nagar, Hawa Sarak Civil Lines Jaipur-302 006",RAJASTHAN,01412228574,,,cgpsschool@yahoo.com,ra013cisce.org,Co-ed.,Day,Provisional,True,False,False,Ketaki Chatterji
Seventh Day Adventist Sr. Sec. School,RA014,"4 Ml, Suratgarh - Padampur Bye Pass Sri Ganganagar-335 001",RAJASTHAN,01542481774,,,staff@ra014cisce.org,ra014cisce.org,Co-ed.,Day,Provisional,True,True,False,B.s. Haldar
Children's Academy,RA015,Todermal Marg Bani Park Jaipur-302 016,RAJASTHAN,01412201038,01412203273,01414005496,cabaniparkbranch@rediffmail.com,ra015cisce.org,Co-ed.,Day,Permanent,True,False,False,Atiqa Kelsy
St. Paul's School,RA016,"Ward No.- 08, Vill- Sakriya Udaipur Road, Nimbahera Chittorgarh-312601",RAJASTHAN,01477232459,,,kgshajucm@gmail.com,ra016cisce.org,Co-ed.,Day,Provisional,True,False,False,Shaju Kadaparamban George Kg
M S B Educational Institute,RA017,College Road Banswara-327001,RAJASTHAN,02962254040,,02962242168,msbbanswara22@yahoo.com,ra017cisce.org,Co-ed.,Day,Provisional,True,False,False,Haresh Kumar Bhatt
Progressive English School,SA002,Post Box No. 6078 Sharjah NA-0000,SHARJAH,0097165672234,0097165668272,0097165664311,progressive.english09@gmail.com,sa002cisce.org,Co-ed.,Day,Provisional,True,True,False,Ishrat Yasin Mudolkar
D.P.S. International School,SG001,"36, Aroozoo Avenue Singapore-539 842",SINGAPORE,006562856300,006563681501,6562851670,principal@dps.edu.sg,sg001cisce.org,Co-ed.,Day,Provisional,True,True,False,Charanjit Gill (retd.)
Tashi Namgyal Academy,SI001,P.O. Raj Bhawan Gangtok East Sikkim-737 103,SIKKIM,03592209104,03592202527,03592202527,head@si001cisce.org,si001cisce.org,Co-ed.,D/R,Provisional,True,True,False,Bejoli Paul
St. Xavier's School,SI002,P.O. Pakyong Pakyong East Sikkim-737 106,SIKKIM,03592257792,03592257090,,staff@si002cisce.org,si002cisce.org,Co-ed.,D/R,Permanent,True,True,False,Fr. Francis X. Banerjee
St. Joseph's School,SI003,Martam P.o. Gankha Via Singtam East Sikkim-737 134,SIKKIM,8327261236,,,head@si003cisce.org,si003cisce.org,Co-ed.,D/R,Permanent,True,True,False,Leena Erica Lepcha
Namchi Public School,SI004,South Sikkim Namchi South Sikkim-737 126,SIKKIM,03595263770,03595263887,03595263770,head@si004cisce.org,si004cisce.org,Co-ed.,D/R,Permanent,True,True,False,Fr. George Anthony D'souza
Don Bosco School,SI005,P.O. Malbasey West Sikkim-737 121,SIKKIM,03595253215,,03595253542,lakramartin@gmail.com,si005cisce.org,Co-ed.,D/R,Permanent,True,True,False,Martin Lakra
St. Mary's Convent School,SI007,Geyzing Geyzing West Sikkim-737 111,SIKKIM,03595251182,,03595250706,sms_geyzing@rediffmail.com,si007cisce.org,Co-ed.,D/R,Permanent,True,True,False,Lucy John
St. Joseph's School,SI008,Rhenock P.O. Aritar Road Kingston East Sikkim-737 133,SIKKIM,03592253064,03592253849,03592253848,josephiterhenock@gmail.com,si008cisce.org,Co-ed.,D/R,Permanent,True,False,False,Sukden Lepcha Molomoo
St. Francis School,SI009,Jorethang South Sikkim-737 121,SIKKIM,03595257919,9832564632,03595257919,stfrancisjorethang@gmail.com,si009cisce.org,Co-ed.,Day,Provisional,True,False,False,Fintan Moktan
Assumption Samutprakarn,TH001,"419/1389 Moo 5, Theparak Road Samut Prakan-10270",THAILAND,+66238474916,,+6623840445,ratchanee.acsp@gmail.com,th001cisce.org,Co-ed.,Day,Provisional,True,False,False,Siriya Kanivaranon
Vikaasa School,TN001,Ponnagaram Compound Madurai-625 016,TAMILNADU,04522360055,04524353839,,vs_principal@vikaasa.edu.in,tn001cisce.org,Co-ed.,Day,Permanent,True,True,False,Naveneetha Krishnan V.
Brindavan Public School,TN002,Athur P.O. Chengalpattu Kanchipuram-603 101,TAMILNADU,04427426403,,04427426460,brindavan_bps@yahoo.in,tn002cisce.org,Co-ed.,,Permanent,True,False,False,S. Jeevagadoss
Seventh Day Adventist Higher Secondary School,TN003,"73, Kancheepuram High Road Chengalpattu Kanchipuram-603 002",TAMILNADU,04427423357,04427423516,,sdaschoolchengalpet@gmail.com,tn003cisce.org,Co-ed.,Day,Permanent,True,False,False,Jeyaraj Asirvatham
Mountain Home School & Junior College,TN004,P.o. Box No. 4 Coonoor The Nilgiris-643 102,TAMILNADU,04232206471,,04232206471,head@tn004cisce.org,tn004cisce.org,Co-ed.,D/R,Permanent,True,True,False,George Gareth John
St. Thomas English High School,TN005,Court Road P.O. Box No. 18 Gudalur The Nilgiris-643 212,TAMILNADU,04262261462,04262264117,04262261462,stthomasgudalur@gmail.com,tn005cisce.org,Co-ed.,D/R,Provisional,True,False,False,N. Ganesha Murthi
Little Angels' English Higher Secondary School,TN006,"97 - C, Vanjiamman Koil Street Krishna Gardens Karur-639 001",TAMILNADU,04324260639,04324264996,04324264996,head@tn006cisce.org,tn006cisce.org,Co-ed.,D/R,Permanent,True,True,False,Usha T.s.m
The Laidlaw Memorial School &Jr. College,TN007,Of St Georges' Homes Ketti The Nilgiris-643 215,TAMILNADU,04232517447,04232518090,,head@tn007cisce.org,tn007cisce.org,Co-ed.,,Provisional,True,True,False,Gary Everett
International Community School & Junior College,TN008,Kotahall Road Kotagiri The Nilgiris-643 217,TAMILNADU,04266271666,,,icskotagiri@outlook.com,tn008cisce.org,Co-ed.,D/R,Permanent,True,True,False,Maheswari Rangaraj
Kodaikanal Public School,TN009,Post Box No. 46 M.m. Street Kodaikanal Dindigul-624 101,TAMILNADU,04542240375,04542243121,04542240395,head@tn009cisce.org,tn009cisce.org,Co-ed.,D/R,Permanent,True,True,False,Prem Bright
St. Jude's Public School & Junior College,TN010,P.O. Nihung Montfort Kotagiri The Nilgiris-643 217,TAMILNADU,04266275701,04266275801,04266271939,sjps@stjudesonline.in,tn010cisce.org,Co-ed.,,Permanent,True,True,False,Saro Dhanarajan
Brindavan Public School,TN011,Wellington Bazar P.O. Coonoor The Nilgiris-643 232,TAMILNADU,04232230229,,04232234229,coonoor@brindavanschools.org,tn011cisce.org,Co-ed.,D/R,Permanent,True,True,False,B. K. Aldridge
Holy Innocents School & Junior College,TN012,P.o. Barracks Wellington The Nilgiris-643 231,TAMILNADU,04232230266,04232202140,,holyinnocentshsfhic@gmail.com,tn012cisce.org,Co-ed.,Day,Permanent,True,True,False,Sahaya Rani
The Blue Mountains School,TN014,Dil Khush Mahal Ootacamund The Nilgiris-643 001,TAMILNADU,04232444837,,04232440848,principal@bluemountainsschool.com,tn014cisce.org,Co-ed.,,Provisional,True,True,False,Sophia Varkey
Nazareth Convent High School & Junior College,TN015,"P.o. Box No.63 St, Mary's Hill Ootacamund The Nilgiris-643 001",TAMILNADU,04232443811,04232446499,04232446499,head@tn015cisce.org,tn015cisce.org,Girls,D/R,Provisional,True,True,False,Lourde Mary B
Good Shepherd International School,TN016,Good Shepherd Knowledge Village M. Palada P.o. Ootacamund The Nilgiris-643 004,TAMILNADU,04232550371,,04232550386,head@tn016cisce.org,tn016cisce.org,Co-ed.,,Permanent,True,True,False,P. C. Thomas
St. Hilda's School,TN017,Sheddon Road Ootacamund The Nilgiris-643 001,TAMILNADU,04232442540,04232449960,04232445553,head@tn017cisce.org,tn017cisce.org,Girls,,Permanent,True,True,False,Principal
Doveton Girls' Higher Secondary School,TN018,No.12 A Ritherdon Road Vepery Chennai-600 007,TAMILNADU,04425325619,04426610712,04425325619,head@TN018cisce.org,tn018cisce.org,Girls,Day,Permanent,True,True,False,P. Premalatha
Doveton Boys' Higher Secondary School,TN019,Vepery No.12 (Old No.1) Vepery Chennai-600 007,TAMILNADU,04425325619,04426610712,04425325619,head@tn019cisce.org,tn019cisce.org,Boys,Day,Permanent,True,True,False,Petal Theodore
Seventh Day Adventist Higher Secondary School,TN020,"16, Valliammal Road Vepery Chennai-600 007",TAMILNADU,04426412618,04445550222,,sdavepery@yahoo.co.in,tn020cisce.org,Co-ed.,Day,Permanent,True,False,False,Johnson Kinsley J.
Sishya,TN021,"2/15, Padmanabha Nagar 2nd Street Adyar Chennai-600 020",TAMILNADU,04424912652,,04424919544,head@tn021cisce.org,tn021cisce.org,Co-ed.,Day,Permanent,True,True,False,Omana Thomas
The School (krishnamurti Foundation India),TN023,"Damodar Gardens, Besant Avenue Adyar Chennai-600 020",TAMILNADU,04424915845,,04424952328,head@tn023cisce.org,tn023cisce.org,Co-ed.,Day,Permanent,True,True,False,Jayashree Nambiar
Virudhunagar T.s.m. Manickam Nadar Janaki Ammal School,TN024,"100, New Ramnad Road Madurai-625 009",TAMILNADU,04522311748,04522380715,04522311974,head@tn024cisce.org,tn024cisce.org,Co-ed.,Day,Permanent,True,True,False,Pearl Premkumar
S.D.A. English High School,TN025,"11 / 5, T.B. Road Madurai-625 010",TAMILNADU,04522602163,04522605962,,sdamaduraicentral@gmail.com,tn025cisce.org,Co-ed.,Day,Permanent,True,False,False,Bennet Gnanaraj D.
Vikaasa School,TN026,Post Box No. 15 Ambasamudram Tirunelveli-627 401,TAMILNADU,04634250267,04634250253,04634220694,head@tn026cisce.org,tn026cisce.org,Co-ed.,Day,Permanent,True,False,False,P. Jawahar Jesudoss
Jeevana School,TN027,PONMENI JAYANAGAR Jayanagar Madurai-625 016,TAMILNADU,04522381058,04522380256,04522380186,nirmala_vish@yahoo.co.in,tn027cisce.org,Co-ed.,D/R,Permanent,True,True,False,Nirmala Visveswaran
