name,state,address,city,city_location,latitude,longitude
SACRED HEART CONVENT SCHOOL,PUNJAB,BARNALA ROAD RAIKOT LUDHIANA-141 109,LUDHIANA,"(30.91, 75.85)",30.98412,75.835413
SACRED HEART CONVENT SCHOOL,PUNJAB,"MAJITHA, ROHRI VILLAGE AMRITSAR-143 601",AMRITSAR,"(31.64, 74.86)",31.642086,74.954485
SACRED HEART CONVENT SCHOOL,PUNJAB,TAKKARPURA TARN TARAN-143 416,TARN TARAN,"(31.4519, 74.9278)",31.511787,74.860064
ST. AUGUSTINE SCHOOL,PUNJAB,"PANDORI, P.O. LAMIN TEHSIL MUKERIAN HOSHIARPUR-144 205",MUKERIAN,"(31.95, 75.62)",31.860566,75.587991
BRITISH INTERNATIONAL SCHOOL,PUNJAB,"BIR AHMEDABAD, NABHA ROAD SANGRUR-148 023",AHMEDABAD,"(23.03, 72.58)",23.072946,72.498523
DOON JUNIOR SCHOOL,PUNJAB,BORDER ROAD FEROZEPUR-152 002,FEROZEPORE,"(30.9166, 74.6)",30.887739,74.566646
INDIAN HERITAGE SCHOOL,PUNJAB,BUNGAL PATHANKOT PATHANKOT GURDASPUR-145 001,PATHANKOT,"(32.2668, 75.6)",32.288825,75.502861
CHRIST THE KING CONVENT SCHOOL,PUNJAB,BHOLATH KAPURTHALA-144 622,KAPURTHALA,"(31.38, 75.38)",31.395283,75.436149
ST. JOSEPH'S CONVENT SCHOOL,PUNJAB,FEROZEPUR ROAD V.P.O. GHAL - KALAN MOGA-142 048,BARHARWA KALAN,"(26.5434, 84.8286)",26.452886,84.731358
SACRED HEART CONVENT SCHOOL,PUNJAB,MAJARA ROAD SAHNEWAL LUDHIANA-141 120,LUDHIANA,"(30.91, 75.85)",31.0005,75.937205
GURU TEG BAHADUR INTERNATIONAL SCHOOL,PUNJAB,KALYANPUR P.O. DHARIWAL GURDASPUR-143 519,GURDASPUR,"(32.0333, 75.4)",32.041762,75.341844
ST. MARY'S CONVENT SCHOOL,PUNJAB,V. P. O. CHAMIYARI AJNALA AMRITSAR-143 103,AMRITSAR,"(31.64, 74.86)",31.594614,74.857247
MATA BALJINDER KAUR MEMORIAL KALER INTERNATIONAL PUBLIC SCHOOL,PUNJAB,JALAL ROAD SAMADH BHAI PUNJAB MOGA-142 072,SAMADH BHAI,"(30.5985, 75.1506)",30.5913,75.23099
J.D.S. PUBLIC SCHOOL,PUNJAB,CHABHAL ROAD TO THANDE ROAD V. & P.O. FATAHPUR AMRITSAR-143 009,AMRITSAR,"(31.64, 74.86)",31.712519,74.944873
SAWAN INTERNATIONAL SCHOOL,PUNJAB,AMBALA - CHANDIGARH ROAD LALRU MOHALI SAS NAGAR-140 501,CHANDIGARH,"(30.75, 76.78)",30.672297,76.796902
ST. MARY'S CONVENT SCHOOL,PUNJAB,SHAHWAZPUR TEH. DASUYA HOSHIARPUR-144 203,IARPUR,"(22.2998, 88.2994)",22.214798,88.3606
ST. MAHAPRAGYA CONVENT SCHOOL,PUNJAB,OPP. SCIENCE COLLEGE RAIKOT ROAD JAGRAON LUDHIANA-142 026,LUDHIANA,"(30.91, 75.85)",30.917503,75.765467
RAM LAL BHASIN PUBLIC SCHOOL,PUNJAB,PHASE 1 DUGRI LUDHIANA-141 013,LUDHIANA,"(30.91, 75.85)",30.934853,75.922839
SACRED HEART CONVENT SCHOOL,PUNJAB,CATHOLIC CENTRE BEAS P.O. AMRITSAR-143 201,AMRITSAR,"(31.64, 74.86)",31.736132,74.90734
S.M.S. MEMORIAL PUBLIC SCHOOL,PUNJAB,V.P.O. JARG TEHSIL PAYAL LUDHIANA-141 415,LUDHIANA,"(30.91, 75.85)",30.960241,75.862732
PUNJAB CHILDREN ACADEMY,PUNJAB,NEAR GOINDWAL RAILWAY CROSSING TARN TARAN TARN TARAN-143 401,TARN TARAN,"(31.4519, 74.9278)",31.537934,74.854359
MOUNT CARMEL SCHOOL,PUNJAB,VILLAGE SIANA NAWANSHAHR-144 521,NAWASHAHR,"(31.1167, 76.1333)",31.103524,76.208598
INDO-SWISS INTERNATIONAL CONVENT SCHOOL,PUNJAB,15 - GARDEN COLONY BEHIND D.A.V. COLLEGE NAKODAR JALANDHAR-144 040,JALANDHAR,"(31.2569, 75.4432)",31.184522,75.397316
GOBIND INTERNATIONAL PUBLIC SCHOOL,PUNJAB,"BARNALA ROAD BHADAUR, TEH. TAPA BARNALA-148 102",BARNALA,"(30.37, 75.54)",30.420138,75.488129
SACRED HEART CONVENT SCHOOL,PUNJAB,BHATTIAN JALANDHAR ROAD LUDHIANA-141 008,LUDHIANA,"(30.91, 75.85)",30.9416,75.83964
ST. JOSEPH'S SCHOOL,PUNJAB,CHANDIGARH ROAD FATEHGARH SAHIB-141 127,CHANDIGARH,"(30.75, 76.78)",30.804877,76.809461
BRITISH CONVENT SCHOOL,PUNJAB,PATIALA ROAD SUNAM SANGRUR-148 028,PATIALA,"(30.34, 76.38)",30.249047,76.457044
SACRED HEART CONVENT SCHOOL,PUNJAB,KOHARA ROAD MACHHIWARA LUDHIANA-141 114,LUDHIANA,"(30.91, 75.85)",30.985429,75.804559
ST. FRANCIS CONVENT SCHOOL,PUNJAB,KOTLI SURAT MALHI DHIANPUR P.O. NA GURDASPUR-143 605,GURDASPUR,"(32.0333, 75.4)",31.963272,75.355892
INTERNATIONAL FATEH ACADEMY,PUNJAB,ACADEMY ROAD JANDIALA GURU JANDIALAGURU AMRITSAR-143 115,AMRITSAR,"(31.64, 74.86)",31.590482,74.769082
THE TRINITY SCHOOL,PUNJAB,"TANDA ROAD, ASALPUR P.O. NAINOWAL JATTAN HOSHIARPUR-146 001",NETAPUR TANDA,"(16.8321, 79.4356)",16.745464,79.477161
AMBROSIAL PUBLIC SCHOOL,PUNJAB,AWAN ROAD ZIRA FEROZEPUR-142 047,ZIRA,"(30.97, 74.99)",30.931595,74.922234
ST. MARY'S CONVENT SCHOOL,PUNJAB,MARIAN NAGAR OTHIAN AJNALA AMRITSAR-143 102,AMRITSAR,"(31.64, 74.86)",31.580679,74.873701
ST. JOSEPH'S SCHOOL,PUNJAB,"BHARARIWAL FATAHPUR P.O., CHABAL ROAD AMRITSAR-143 009",AMRITSAR,"(31.64, 74.86)",31.663678,74.865178
B.B.S.B. CONVENT SCHOOL,PUNJAB,JAGRAON - JALANDHAR ROAD SIDHWAN BET LUDHIANA-142 033,LUDHIANA,"(30.91, 75.85)",30.838905,75.821842
REVEL DALE PUBLIC SCHOOL,PUNJAB,RANGARH ATTARI AMRITSAR-143 108,AMRITSAR,"(31.64, 74.86)",31.721423,74.84199
CALIFORNIA PUBLIC SCHOOL,PUNJAB,VILL. & P.O. KHUKHRANA G.T. ROAD MOGA-142 048,RANAGHAT,"(23.18, 88.58)",23.091748,88.585813
ST. JOSEPH'S CONVENT SCHOOL,PUNJAB,MARIAN AVENUE DEEP NAGAR JALANDHAR CANTT. JALANDHAR-144 005,JALANDHAR,"(31.2569, 75.4432)",31.182753,75.396355
GAGAN INTERNATIONAL SCHOOL,PUNJAB,V.P.O. PURANA SHALLA GURDASPUR-143 530,GURDASPUR,"(32.0333, 75.4)",32.005256,75.319869
ST. JOSEPH'S CONVENT SCHOOL,PUNJAB,NEAR POWER HOUSE KHASA PIND AMRITSAR-143 107,AMRITSAR,"(31.64, 74.86)",31.73627,74.918048
THE SOVEREIGN SCHOOL,PUNJAB,VPO : MANSAR TEHSIL : MUKERIAN HOSHIARPUR-144 306,MUKERIAN,"(31.95, 75.62)",31.919395,75.563303
ST. JOSEPH'S CONVENT SCHOOL,PUNJAB,MALPUR ARKAN TEH. NAWANSHAHR S.B.S. NAGAR NA-144 514,NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.344209,84.972394
SANT BABA GURMUKH SINGH INTERNATIONAL SCHOOL,PUNJAB,BARKANDI ROAD MUKTSAR SAHIB MUKTSAR-152 026,MUKTSAR,"(30.4743, 74.5166)",30.537554,74.579372
JOGINDRA CONVENT SCHOOL,PUNJAB,JOGINDERGARH (BADHNI GULAB SINGH) FEROZEPUR-142052,PAURA MADAN SINGH,"(25.7917, 85.2333)",25.794996,85.222215
HOLY FAMILY CONVENT SCHOOL,PUNJAB,DHIROWAL PO MADI PANNUWAN SRIHARGOBINDPUR GURDASPUR-143515,GURDASPUR,"(32.0333, 75.4)",31.960767,75.463543
HOLY FAMILY CONVENT SCHOOL,PUNJAB,"NABHA SAHIB, PATIALA ROAD P.O-DAYALPURA, ZIRAKPUR SAS NAGAR-140603",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.28245,84.97194
MAI BHAGO INTERNATIONAL PUBLIC SCHOOL,PUNJAB,USMA TARN TARAN TARN TARAN-143401,TARN TARAN,"(31.4519, 74.9278)",31.358432,74.953099
BAALAK YESU CONVENT SCHOOL,PUNJAB,VILLAGE PHATAK MAJRI P.O. SADHUGARH SIRHIND FATEHGARH SAHIB-140406,FATEHGARH CHURIAN,"(31.8643, 74.9567)",31.766972,74.880925
GURU GOBIND SINGH CONVENT SCHOOL,PUNJAB,VILLAGE SOHAWA POST OFFICE SARHALI KALAN TARN TARAN TARN TARAN-143410,TARN TARAN,"(31.4519, 74.9278)",31.378392,74.931995
SANT BABA HARI SINGH MODEL SCHOOL,PUNJAB,KHALSA COLLAGE CAMPUS SHAHEEDAN ROAD MAHILPUR HOSHIARPUR-146105,SHIKARPUR,"(28.2814, 78.0108)",28.199547,77.93945
THE MILESTONE SMART SCHOOL,PUNJAB,D.L.F. COLONY SIRHIND ROAD PATIALA-147003,PATIALA,"(30.34, 76.38)",30.27757,76.448493
LITTLE FLOWER CONVENT SCHOOL,PUNJAB,"GURUHARSAHAI, MOHAN KE ROAD FEROZEPUR-152 022",MOHAN EGHU,"(25.4002, 86.145)",25.377809,86.227423
GAGAN INTERNATIONAL SCHOOL,PUNJAB,"VPO KALANAUR, TEH.& DIST. GURDASPUR GURDASPUR-143512",GURDASPUR,"(32.0333, 75.4)",32.039019,75.31007
ST. ROOP CONVENT SCHOOL,PUNJAB,PATIALA-SIRHIND ROAD NEAR NANDPUR KESHO BUS STAND VILLAGE MALLANHERI FATEHGARH SAHIB-147001,FATEHGARH CHURIAN,"(31.8643, 74.9567)",31.962038,75.00731
ST. MICHAEL'S CONVENT SCHOOL,PUNJAB,JULKAN POST YESU NAGAR PATIALA-147111,PATIALA,"(30.34, 76.38)",30.337709,76.352273
ST. FRANCIS HIGH SCHOOL,PUNJAB,VILLAGE CHABHAL AMRITSAR ROAD TARN TARAN-143301,AMRITSAR,"(31.64, 74.86)",31.551129,74.947588
CAPTAIN'S SCHOOL OF EXCELLENCE,PUNJAB,"VILLAGE- PINDI, FATEHGARH CHURIAN TEHSIL - BATALA GURDASPUR-143602",GURDASPUR,"(32.0333, 75.4)",31.999812,75.417062
SACRED HEART CONVENT SCHOOL,PUNJAB,"PAK DIL NAGAR MARI GORH SINGH, KHEMKARAN ROAD TARN TARAN-143303",TARN TARAN,"(31.4519, 74.9278)",31.398954,74.870635
ST. MARY'S CONVENT SCHOOL,PUNJAB,MACHINANGAL SANGATPURA P O AMRITSAR-143606,AMRITSAR,"(31.64, 74.86)",31.657323,74.928388
THE RENAISSANCE SCHOOL,PUNJAB,VILL. KHIALA KALAN NEAR POLICE LINE MANSA-151505,BARHARWA KALAN,"(26.5434, 84.8286)",26.501233,84.917497
PATHWAYS GLOBAL SCHOOL,PUNJAB,DHARAMKOT ROAD MOGA-142043,MOGA,"(30.822, 75.174)",30.800823,75.262714
SRI GURU HARKRISHAN PUBLIC SCHOOL,PUNJAB,FRIENDS AVENUE AIRPORT ROAD AMRITSAR-143001,AMRITSAR,"(31.64, 74.86)",31.691169,74.813411
B V M  INTERNATIONAL SCHOOL,PUNJAB,"BARNALA ROAD, KHUDDI KALAN BARNALA-148101",BARNALA,"(30.37, 75.54)",30.424615,75.526203
S F C CONVENT SCHOOL,PUNJAB,JALALABAD(EAST) MOGA-142042,MOGA,"(30.822, 75.174)",30.796712,75.164247
PRISTINE VIBE SCHOOL,PUNJAB,HIRA SINGH NAGER KOTKAPURA FARIDKOT-151204,FARIDKOT,"(30.67, 74.76)",30.760979,74.679452
AKAL ACADEMY,PUNJAB,VILLAGE MAKHANGARH P.O. BARIAN KALAN HOSHIARPUR-146101,BARHARWA KALAN,"(26.5434, 84.8286)",26.509959,84.781311
ST. PAUL'S CONVENT SCHOOL,PUNJAB,VILLAGE AJRAWAR P.O. VIA KAULI PATIALA-140701,PATIALA,"(30.34, 76.38)",30.420193,76.361911
CHILDREN'S ACADEMY,RAJASTHAN,NIRMAN NAGAR KING'S ROAD JAIPUR-302 019,JAIPUR,"(26.9, 75.8)",26.99058,75.853296
SOPHIA HIGH SCHOOL,RAJASTHAN,. MOUNT ABU SIROHI-307 501,SIROHI,"(24.885, 72.8625)",24.943528,72.790029
ST. MARY'S HIGH SCHOOL,RAJASTHAN,MOUNT ABU SIROHI-307 501,SIROHI,"(24.885, 72.8625)",24.853497,72.866095
MAYO COLLEGE GIRLS' SCHOOL,RAJASTHAN,MAYO LINK ROAD AJMER-305 008,AJMER,"(26.4499, 74.6399)",26.466553,74.54228
SPRINGFIELD SCHOOL,RAJASTHAN,"KIRAN PATH, SECTOR 3 MANASAROVAR JAIPUR-302 020",JAIPUR,"(26.9, 75.8)",26.890631,75.716392
HILLVIEW ADVENTIST SCHOOL,RAJASTHAN,RAMBLE ROAD RAMBLE ROAD AJMER-305 006,AJMER,"(26.4499, 74.6399)",26.511275,74.622707
ST. MARY'S SENIOR SECONDARY SCHOOL,RAJASTHAN,NEAR CIRCUIT HOUSE JAIPUR ROAD SIKAR-332 001,JAIPUR,"(26.9, 75.8)",26.994591,75.819067
MAYURA SCHOOL,RAJASTHAN,NAILA BAGH PALACE MOTI DUNGRI ROAD JAIPUR-302 004,JAIPUR CHUHAR,"(25.4187, 86.8352)",25.514942,86.899254
SAINT PAUL'S SCHOOL,RAJASTHAN,STATION ROAD DURGAPURA JAIPUR-302 015,JAIPUR,"(26.9, 75.8)",26.980165,75.898657
CHILDREN GARDEN PLAY SCHOOL,RAJASTHAN,"OPP. GEEJGARH HOUSE KESHAV NAGAR, HAWA SARAK CIVIL LINES JAIPUR-302 006",JAIPUR CHUHAR,"(25.4187, 86.8352)",25.376063,86.91205
SEVENTH DAY ADVENTIST SR. SEC. SCHOOL,RAJASTHAN,"4 ML, SURATGARH - PADAMPUR BYE PASS SRI GANGANAGAR-335 001",GANGANAGAR,"(29.92, 73.88)",29.931032,73.958559
CHILDREN'S ACADEMY,RAJASTHAN,TODERMAL MARG BANI PARK JAIPUR-302 016,JAIPUR,"(26.9, 75.8)",26.978658,75.733751
ST. PAUL'S SCHOOL,RAJASTHAN,"WARD NO.- 08, VILL- SAKRIYA UDAIPUR ROAD, NIMBAHERA CHITTORGARH-312601",NIMBAHERA,"(24.62, 74.68)",24.607827,74.66909
M S B EDUCATIONAL INSTITUTE,RAJASTHAN,COLLEGE ROAD BANSWARA-327001,BANSWADA,"(18.3833, 77.8833)",18.388425,77.859469
PROGRESSIVE ENGLISH SCHOOL,SHARJAH,POST BOX NO. 6078 SHARJAH NA-0000,HAORA,"(22.58, 88.3294)",22.634834,88.356287
D.P.S. INTERNATIONAL SCHOOL,SINGAPORE,"36, AROOZOO AVENUE SINGAPORE-539 842",DINAPORE,"(25.6225, 85.0417)",25.663366,85.073693
TASHI NAMGYAL ACADEMY,SIKKIM,P.O. RAJ BHAWAN GANGTOK EAST SIKKIM-737 103,GANGTOK,"(27.33, 88.62)",27.421334,88.527435
ST. XAVIER'S SCHOOL,SIKKIM,P.O. PAKYONG PAKYONG EAST SIKKIM-737 106,TONSE EAST,"(13.3963, 74.7217)",13.445589,74.800311
ST. JOSEPH'S SCHOOL,SIKKIM,MARTAM P.O. GANKHA VIA SINGTAM EAST SIKKIM-737 134,TONSE EAST,"(13.3963, 74.7217)",13.303437,74.63843
NAMCHI PUBLIC SCHOOL,SIKKIM,SOUTH SIKKIM NAMCHI SOUTH SIKKIM-737 126,NAMCHI,"(27.17, 88.35)",27.180398,88.400561
DON BOSCO SCHOOL,SIKKIM,P.O. MALBASEY WEST SIKKIM-737 121,TONSE WEST,"(13.3968, 74.7069)",13.495179,74.751955
ST. MARY'S CONVENT SCHOOL,SIKKIM,GEYZING GEYZING WEST SIKKIM-737 111,TONSE WEST,"(13.3968, 74.7069)",13.394515,74.79061
ST. JOSEPH'S SCHOOL,SIKKIM,RHENOCK P.O. ARITAR ROAD KINGSTON EAST SIKKIM-737 133,TONSE EAST,"(13.3963, 74.7217)",13.316834,74.686239
ST. FRANCIS SCHOOL,SIKKIM,JORETHANG SOUTH SIKKIM-737 121,THAN,"(22.5667, 71.1833)",22.640159,71.19596
ASSUMPTION SAMUTPRAKARN,THAILAND,"419/1389 MOO 5, THEPARAK ROAD SAMUT PRAKAN-10270",PAPRAUR,"(25.4413, 86.0378)",25.363539,86.013732
VIKAASA SCHOOL,TAMILNADU,PONNAGARAM COMPOUND MADURAI-625 016,MADURAI,"(9.9252, 78.1198)",9.986213,78.065556
BRINDAVAN PUBLIC SCHOOL,TAMILNADU,ATHUR P.O. CHENGALPATTU KANCHIPURAM-603 101,KANHAIPUR,"(25.4542, 85.8396)",25.403271,85.886
SEVENTH DAY ADVENTIST HIGHER SECONDARY SCHOOL,TAMILNADU,"73, KANCHEEPURAM HIGH ROAD CHENGALPATTU KANCHIPURAM-603 002",KANHAIPUR,"(25.4542, 85.8396)",25.542131,85.85017
MOUNTAIN HOME SCHOOL & JUNIOR COLLEGE,TAMILNADU,P.O. BOX NO. 4 COONOOR THE NILGIRIS-643 102,COONOOR,"(11.345, 76.795)",11.349144,76.75938
ST. THOMAS ENGLISH HIGH SCHOOL,TAMILNADU,COURT ROAD P.O. BOX NO. 18 GUDALUR THE NILGIRIS-643 212,GUDALUR,"(11.5014, 76.4916)",11.41234,76.470146
LITTLE ANGELS' ENGLISH HIGHER SECONDARY SCHOOL,TAMILNADU,"97 - C, VANJIAMMAN KOIL STREET KRISHNA GARDENS KARUR-639 001",KRISHNANAGAR,"(23.4, 88.5)",23.477509,88.452164
THE LAIDLAW MEMORIAL SCHOOL &JR. COLLEGE,TAMILNADU,OF ST GEORGES' HOMES KETTI THE NILGIRIS-643 215,NILGIRI,"(21.6466, 86.9199)",21.681069,86.859877
INTERNATIONAL COMMUNITY SCHOOL & JUNIOR COLLEGE,TAMILNADU,KOTAHALL ROAD KOTAGIRI THE NILGIRIS-643 217,KOTAGIRI,"(11.4167, 76.8667)",11.476651,76.864219
KODAIKANAL PUBLIC SCHOOL,TAMILNADU,POST BOX NO. 46 M.M. STREET KODAIKANAL DINDIGUL-624 101,DINDIGUL,"(10.35, 77.95)",10.422992,78.014891
ST. JUDE'S PUBLIC SCHOOL & JUNIOR COLLEGE,TAMILNADU,P.O. NIHUNG MONTFORT KOTAGIRI THE NILGIRIS-643 217,KOTAGIRI,"(11.4167, 76.8667)",11.415916,76.849985
BRINDAVAN PUBLIC SCHOOL,TAMILNADU,WELLINGTON BAZAR P.O. COONOOR THE NILGIRIS-643 232,COONOOR,"(11.345, 76.795)",11.32866,76.792859
HOLY INNOCENTS SCHOOL & JUNIOR COLLEGE,TAMILNADU,P.O. BARRACKS WELLINGTON THE NILGIRIS-643 231,WELLINGTON,"(11.3655, 76.7844)",11.422177,76.739699
THE BLUE MOUNTAINS SCHOOL,TAMILNADU,DIL KHUSH MAHAL OOTACAMUND THE NILGIRIS-643 001,OOTACAMUND,"(11.41, 76.7)",11.428937,76.669072
NAZARETH CONVENT HIGH SCHOOL & JUNIOR COLLEGE,TAMILNADU,"P.O. BOX NO.63 ST, MARY'S HILL OOTACAMUND THE NILGIRIS-643 001",OOTACAMUND,"(11.41, 76.7)",11.508025,76.630702
GOOD SHEPHERD INTERNATIONAL SCHOOL,TAMILNADU,GOOD SHEPHERD KNOWLEDGE VILLAGE M. PALADA P.O. OOTACAMUND THE NILGIRIS-643 004,OOTACAMUND,"(11.41, 76.7)",11.47747,76.615732
ST. HILDA'S SCHOOL,TAMILNADU,SHEDDON ROAD OOTACAMUND THE NILGIRIS-643 001,OOTACAMUND,"(11.41, 76.7)",11.423795,76.607504
DOVETON GIRLS' HIGHER SECONDARY SCHOOL,TAMILNADU,NO.12 A RITHERDON ROAD VEPERY CHENNAI-600 007,CHENNAI,"(13.0825, 80.275)",13.174817,80.216871
DOVETON BOYS' HIGHER SECONDARY SCHOOL,TAMILNADU,VEPERY NO.12 (OLD NO.1) VEPERY CHENNAI-600 007,CHENNAI,"(13.0825, 80.275)",13.140593,80.212163
SEVENTH DAY ADVENTIST HIGHER SECONDARY SCHOOL,TAMILNADU,"16, VALLIAMMAL ROAD VEPERY CHENNAI-600 007",CHENNAI,"(13.0825, 80.275)",13.033885,80.269748
SISHYA,TAMILNADU,"2/15, PADMANABHA NAGAR 2ND STREET ADYAR CHENNAI-600 020",CHENNAI,"(13.0825, 80.275)",13.168644,80.223217
THE SCHOOL (KRISHNAMURTI FOUNDATION INDIA),TAMILNADU,"DAMODAR GARDENS, BESANT AVENUE ADYAR CHENNAI-600 020",CHENNAI,"(13.0825, 80.275)",13.16967,80.225816
VIRUDHUNAGAR T.S.M. MANICKAM NADAR JANAKI AMMAL SCHOOL,TAMILNADU,"100, NEW RAMNAD ROAD MADURAI-625 009",MADURAI,"(9.9252, 78.1198)",10.014928,78.157089
S.D.A. ENGLISH HIGH SCHOOL,TAMILNADU,"11 / 5, T.B. ROAD MADURAI-625 010",MADURAI,"(9.9252, 78.1198)",9.958469,78.21005
VIKAASA SCHOOL,TAMILNADU,POST BOX NO. 15 AMBASAMUDRAM TIRUNELVELI-627 401,AMBASAMUDRAM,"(8.7037, 77.4527)",8.659164,77.496133
JEEVANA SCHOOL,TAMILNADU,PONMENI JAYANAGAR JAYANAGAR MADURAI-625 016,MADURAI,"(9.9252, 78.1198)",9.99377,78.072057
J.R. CAMBRIDGE SCHOOL,TAMILNADU,NARAYANA NAGAR SALEM-636 015,SALEM,"(11.65, 78.15)",11.694493,78.074529
JAMES MEMORIAL HIGH SCHOOL,TAMILNADU,PRAKASAPURAM MUKUPERI P. O. TUTICORIN THOOTHUKUDI-628 616,TUTICORIN,"(8.7642, 78.1348)",8.70545,78.124777
SEVENTH-DAY ADVENTIST ENGLISH HIGH SCHOOL,TAMILNADU,"43, HEBER ROAD TIRUCHIRAPALLI TIRUCHIRAPPALLI-620 001",CHIRALA,"(15.8246, 80.3521)",15.73313,80.341858
KAMAKOTI VIDYALAYA,TAMILNADU,POST BOX NO. 349 SANKARAN PILLAI ROAD TIRUCHIRAPPALLI-620 002,SURAPPALLI,"(11.7187, 77.8778)",11.786045,77.909611
S.D.A. ENGLISH HIGH SCHOOL,TAMILNADU,"1, NAGAPATINAM ROAD THANJAVUR-613 001",PATIRAM,"(25.3167, 88.75)",25.358215,88.790867
S.D.A. HIGH SCHOOL,TAMILNADU,PANNEERSELVAM STREET SUBRAMANIAPURAM TIRUCHIRAPPALLI-620 020,MANIKPUR,"(25.91, 86.821)",25.978547,86.760265
SEVENTH DAY ADVENTIST ENGLISH HIGH SCHOOL,TAMILNADU,THIRUVATTAR POST KANYAKUMARI-629177,KUMARI,"(25.6564, 87.7112)",25.653386,87.631301
IDA SCUDDER SCHOOL,TAMILNADU,VIRUTHAMPET VIRUTHAMPET VELLORE-632 006,VELLORE,"(12.9165, 79.1325)",12.99878,79.083789
S.D.A. ENGLISH HIGH SCHOOL,TAMILNADU,VIRUDNAGAR VIRUDHUNAGAR-626 001,AGAR,"(23.7118, 76.0157)",23.744093,75.964194
THE ASHRAM,TAMILNADU,110 VELACHERY ROAD GUINDY CHENNAI-600 032,CHENNAI,"(13.0825, 80.275)",12.992116,80.343647
GOOD EARTH SCHOOL,TAMILNADU,"83, NADUVEERAPATTU, MANIMANGALAM ROAD NADUVEERAPATTU VILLAGE, SONMANGALAM SRIPERAMBADUR TALUK KANCHIPURAM-600 069",MANGALAM,"(10.845, 75.919)",10.860966,75.950499
KESWICK PUBLIC SCHOOL,TAMILNADU,NEAR AIR RELAY STATION KOODAL NAGAR MADURAI-625 018,MADURAI,"(9.9252, 78.1198)",9.837557,78.060311
ABACUS MONTESSORI SCHOOL,TAMILNADU,"3, THIRUMALAI NAGAR ANNEXE III MAIN ROAD PERUNGUDI CHENNAI-600 096",PERUNGUDI,"(8.2792, 77.6031)",8.219331,77.635791
KANYAKUMARI PUBLIC SCHOOL,TAMILNADU,KARUNIAPURAM KARUNIAPURAM KANYAKUMARI-629 702,KUMARI,"(25.6564, 87.7112)",25.755567,87.794578
THE VIKASA SCHOOL,TAMILNADU,"106, J / 93 MILLERPURAM THOOTHUKUDI-628 008",ERAURA,"(24.613, 84.4555)",24.580374,84.4393
LAKSHMI SCHOOL,TAMILNADU,VEERAPANCHAN KARUPPAYURANI PO KARUPPAYURANI MADURAI-625 020,PANCHGANI,"(17.92, 73.82)",17.957102,73.901511
ST. JOSEPH'S ACADEMY,TAMILNADU,APPLEBY ROAD COONOOR THE NILGIRIS-643 102,COONOOR,"(11.345, 76.795)",11.346679,76.765406
IDHAYAM RAJENDRAN RESIDENTIAL SCHOOL,TAMILNADU,NEDUNGULAM MAIN ROAD SAMANATHAM P.O. MADURAI-625 009,MADURAI,"(9.9252, 78.1198)",9.869135,78.114344
BHAGWAN MAHAVEER DAYANIKETAN JAIN SCHOOL,TAMILNADU,", ARIHANTH NAGAR VELLORE-632 006",VELLORE,"(12.9165, 79.1325)",12.82331,79.086434
SHANTI BHAVAN RESIDENTIAL SCHOOL,TAMILNADU,BALIGANAPALLI HOSUR TALUK KRISHNAGIRI-635 103,KRISHNAGIRI,"(12.5317, 78.2174)",12.622131,78.19155
ST. PATRICK'S HIGH SCHOOL,TAMILNADU,GANDHI NAGAR ADYAR CHENNAI-600 020,CHENNAI,"(13.0825, 80.275)",13.156133,80.33728
ST. AUGUSTINE SCHOOL,TAMILNADU,RAJARATNAM 1ST STREET NARMADHA NAGAR ULLAGRAM CHENNAI-600 091,NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.332876,84.946007
SRUTHI VIDHYODHAYA,TAMILNADU,"308, C2, GNANAGIRI ROAD RAJIV GANDHI NAGAR SIVAKASI VIRUDHUNAGAR-626 189",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.270155,84.943139
RIVERSIDE PUBLIC SCHOOL,TAMILNADU,SAN-TRI-MOO KOTHAGIRI THE NILGIRIS-643 217,NILGIRI,"(21.6466, 86.9199)",21.581103,86.912576
BRINDAVAN VIDYALAYA,TAMILNADU,LOUIS NAGAR AMBIKAPURAM TIRUCHIRAPPALLI-620 004,NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.257483,84.89922
M.K.R. AYYA NADAR JEYALAKSHMI AMMAL ENGLISH MEDIUM SCHOOL,TAMILNADU,"144 A / 1, KAMARAJAR SALAI TEPPAKULAM MADURAI-625 009",MADURAI,"(9.9252, 78.1198)",9.876948,78.178798
EXCEL CENTRAL SCHOOL,TAMILNADU,"17/190 A, AWAI FARM LANE THIRUVATTAR KANYAKUMARI-629 177",TIRUVATTAR,"(8.3307, 77.2673)",8.259549,77.343763
NAVADISHA MONTESSORI SCHOOL,TAMILNADU,"3RD CROSS STREET, KALKI NAGAR NEAR AGS COLONY, 6TH MAIN ROAD VELACHERY CHENNAI-600 042",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.353323,84.952256
ISHA HOME SCHOOL,TAMILNADU,VELLIANGIRI FOOTHILLS COIMBATORE-641 114,COIMBATORE,"(11.0168, 76.9558)",10.969738,76.90271
