name,state,city,address,city_location,latitude,longitude
DELHI INTERNATIONAL SCHOOL,KERALA,TRIVANDRUM,EDAYUR.P.O VALANCHERY MALAPPURAM DISTRICT KERALA,"(8.5241, 76.9366)",8.440412,76.910731
ORCHIDS THE INTERNATIONAL SCHOOL,MAHARASHTRA,CHENNAI,"PLOT NO. 23, SECTOR 1, KOPARKHAIRANE NAVI MUMBAI ? 400709","(13.0825, 80.275)",13.140121,80.269322
SOUNDARYA CENTRAL SCHOOL,KARNATAKA,CHENNAI,"SOUNDARYA NAGARA, SIDEDAHALLI, NAGASANDRA POST, BANGALORE.","(13.0825, 80.275)",13.155239,80.228752
VIVEK VIDYA MANDIR,TAMILNADU,CHENNAI,"SOLAVAMPALAYAM POST, KINATHUKADAVU,  COIMBATORE DIST.,TAMILNADU.","(13.0825, 80.275)",13.159402,80.315368
VICTORIA INTERNATIONAL SCHOOL,PUNJAB,PANCHKULA,NEAR TALWANDI GRAM MUKERIAN HOISHARPUR PUNJAB,"(30.74, 76.8)",30.75055,76.896462
JAMIA HASSANIA PUBLIC SCHOOL,KERALA,TRIVANDRUM,"SOUTH VAZHAKULAM ALWAYE, ERNAKULAM DISTT., KERALA","(8.5241, 76.9366)",8.47713,76.968522
EMMANUEL SENIOR SECONDARY SCHOOL,RAJASTHAN,AJMER,"DISTT TONK, RAJASTHAN","(26.4499, 74.6399)",26.421766,74.623858
S.T.S.V. INTERNATIONAL SCHOOL,BIHAR,PATNA,"SANTPUR, DHANUPRA, ARA","(25.6, 85.1)",25.637358,85.190363
D A V PUBLIC SCHOOL,JHARKHAND,PATNA,"N T S BARKAKANA DISTT. RAMGARH, JHARKHAND","(25.6, 85.1)",25.69117,85.027354
ST. GEORGE CO-EDU. SCHOOL,MADHYA PRADESH,AJMER,"HOUSING BOARD COLONY, BERESIA ROAD, KAROND, BHOPAL, MADHYA PRADESH","(26.4499, 74.6399)",26.544548,74.544694
KENDRIYA VIDYALAYA,JAMMU & KASHMIR,PANCHKULA,NEAR HEAD POST OFFICE MAIN BAZAR KATHUA JAMMU & KASHMIR,"(30.74, 76.8)",30.685636,76.727872
DOON PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,CHAMARI KHERA (LASKARPUR PUWANRKA),"(25.4358, 81.8463)",25.501384,81.74774
MANISH PAPNEJA MEMIAL PUBLIC SCHOOL,HARYANA,PANCHKULA,"CHAPPRA ROAD, ISMAILABAD, DISTT. KURUKSHETRA","(30.74, 76.8)",30.832501,76.825698
MDH INTERNATIONAL SCHOOL,DELHI,DELHI,SECTOR-6 DWARKA NEW DELHI,"(28.61, 77.23)",28.656092,77.200043
SWAMI DHANANJOY DAS KATHIA BABA MISSION SCHOOL,TRIPURA,GUWAHATI,"10,JAIL ROAD,MATH CHOWMUHANI,P.O DHALESHWAR,AGARTALA,TRIPURA(WEST) PIN:-799007,INDIA","(26.1722, 91.7458)",26.077515,91.676071
SREE SARASWATHY VIDYA MANDIR,KERALA,TRIVANDRUM,KARIKODE KOTTAYAM DISTT KERALA,"(8.5241, 76.9366)",8.452428,76.897178
"BHARATI VIDYAPPETH ENGLISH MEDIUM HIGH SCHOOL,",MAHARASHTRA,CHENNAI,DHANKAWADI PUNE,"(13.0825, 80.275)",13.016706,80.339271
KENDRIYA VIDYALAYA,RAJASTHAN,AJMER,BHALERI ROAD CHURU RAJASTHAN,"(26.4499, 74.6399)",26.468172,74.704178
SHETH C N ENGLISH MEDIUM SCHOOL,GUJARAT,AJMER,"AMBAWADI ELLISBRIDGE,","(26.4499, 74.6399)",26.374306,74.635851
RAJEEV GANDHI NAVODAYA VIDYALAYA,UTTARAKHAND,DEHRADUN,NANDOOR KHERA RAIPUR DEHRADUN UTTARANCHAL,"(30.345, 78.029)",30.365728,78.019511
NIDHI IDEAL SCHOOL,UTTAR PRADESH,ALLAHABAD,"JUNGLE TULSIRAM, BICCHIA, GORAKHPUR","(25.4358, 81.8463)",25.378154,81.889989
GOVT BOYS SR SEC SCHOOL NO-2,DELHI,DELHI,SHAKURPUR DELHI,"(28.61, 77.23)",28.554145,77.138239
GREETS PUBLIC SCHOOL,KERALA,TRIVANDRUM,"ASHOKA ROAD KALOOR COCHIN, DISTT ERNAKULAM,  KERALA","(8.5241, 76.9366)",8.572842,77.01459
SANSKAR SHIKSHA ACADEMY,MADHYA PRADESH,AJMER,"SANSKAR SHIKSHA ACADEMY, PORSA ROAD, GORMI, BHIND, M.P.","(26.4499, 74.6399)",26.512903,74.54202
GOD BLESSING PUBLIC SCHOOL,PUNJAB,PANCHKULA,"NEAR SHAKTI NAGAR, DHARMGARH ROAD, LALRU MANDI, TEH: DERA BASSI, DISTRICT: AJITGARH, PUNJAB","(30.74, 76.8)",30.686494,76.723067
CENTURION PUBLIC SCHOOL,ODISHA,BHUBANESWAR,"IDCO INDUSTRIAL AREA, PITAMAHAL","(20.27, 85.84)",20.184188,85.880507
ISHAN INTERNATIONAL GIRLS SCHOOL,BIHAR,PATNA,"BAILEY ROAD(WEST OF BAILEY ROAD CANAL), DANAPUR, PIN- 801503","(25.6, 85.1)",25.556026,85.025847
INDIA INTERNATIONAL SCHOOL,FOREIGN SCHOOLS,DELHI,119-B ROAD NO 2 DHANMANDI RES. AREA DHAKA - 5 (BANGLADESH),"(28.61, 77.23)",28.652755,77.300326
KENDRIYA VIDYALAYA NO.4,UTTAR PRADESH,ALLAHABAD,"NEAR BANK OF BARODA,   DLW CAMPUS, VARANASI, UTTAR PRADESH","(25.4358, 81.8463)",25.437413,81.771347
KANAKRAJ SAWANTRAJ LODHA  PUBLIC SCHOOL,RAJASTHAN,AJMER,FALNA COLLEGE ROAD DISTT PALI FALNA RAJASTHAN,"(26.4499, 74.6399)",26.395026,74.542497
AMRIT INDO CANADIAN ACADEMY,PUNJAB,PANCHKULA,"VILL- LADIAN KHURD, DISTT LUDHIANA, PUNJAB 141008","(30.74, 76.8)",30.825157,76.897712
JAWAHAR NAVODAYA VIDYALAYA,CHATTISGARH,BHUBANESWAR,"GOVINDPUR, DISTT. KANKER, CHHATTISGARH","(20.27, 85.84)",20.340514,85.775337
GURUKUL SENIOR SECONDARY SCHOOL,BIHAR,PATNA,AT-DADPUR PO-RAHMATPUR CHAKNOOR DIST.-SAMASTIPUR,"(25.6, 85.1)",25.689421,85.083936
CAMPUS PUBLIC SCHOOL,BIHAR,PATNA,R. A. U. PUSA SAMASTIPUR BIHAR,"(25.6, 85.1)",25.565844,85.157252
DE INDIAN PUBLIC SCHOOL,DELHI,DELHI,"POCKET-11, SECTOR-24, ROHINI","(28.61, 77.23)",28.585223,77.321676
SHRI BRAHMRISHI VIDYA MANDIR (C),HARYANA,PANCHKULA,TARAORI DISTT KARNAL HARYANA,"(30.74, 76.8)",30.821203,76.73871
ADARSH SANSKAR VIDYALAYA CBSE,MAHARASHTRA,CHENNAI,"PIPALA, HUDKESHWAR ROAD, NAGPUR","(13.0825, 80.275)",13.049977,80.283979
ST. JOSEPHS SCHOOL,TAMILNADU,CHENNAI,"ATTINKARAI, MANAVALAKURICHY","(13.0825, 80.275)",13.165435,80.368171
KENDRIYA VIDYALAYA,MEGHALAYA,GUWAHATI,HAPPY VALLEY SHILLONG MEGHALAYA,"(26.1722, 91.7458)",26.118324,91.807383
GOVT GIRLS SR SEC SCHOOL NO-1,DELHI,DELHI,"MOLAR, BAND, DELHI","(28.61, 77.23)",28.518687,77.218197
EKLAVYA MODEL RESIDENTIAL SCHOOL,HIMACHAL PRADESH,PANCHKULA,NICHAR DISTT KANNAUR H P,"(30.74, 76.8)",30.744286,76.811621
HIMGIRI PUBLIC SCHOOL,HARYANA,PANCHKULA,"SECTOR-10A, BADSHAHPUR, GURGAON","(30.74, 76.8)",30.819988,76.759851
TAXSILA PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,PHASE I SECTOR 2 SHRADHA PURI KANKERKHERA MEERUT UP,"(30.345, 78.029)",30.338525,78.08603
ODISHA ADARSH VIDYALAYA,ODISHA,BHUBANESWAR,"AT. KESHRAJPUR, PO-KHAIRA, GP- SUAPUR, PO-KHAIRA, GP-SUNAPUR,PS-BODEN-DISTT. NAUPADA- 766 111 ODISHA","(20.27, 85.84)",20.249688,85.883646
GOVT SEC SCHOOL,SIKKIM,GUWAHATI,JORETHANG SOUTH SIKKIM,"(26.1722, 91.7458)",26.259846,91.770986
GOVT CO-ED SR SEC SCHOOL,DELHI,DELHI,SECT VI DWARKA PAPPAN KALAN NEW DELHI,"(28.61, 77.23)",28.585963,77.256204
CALORX PUBLIC SCHOOL,GUJARAT,AJMER,"B/H. SHIVANAND FLATS, K.K NAGAR ROAD. GHATLODIA","(26.4499, 74.6399)",26.47166,74.64501
S S PUBLIC SCHOOL,UTTARAKHAND,DEHRADUN,GADARPUR U S NAGAR UTTRANCHAL,"(30.345, 78.029)",30.430033,77.933
RAHMANIYYA PUBLIC SCHOOL,KERALA,TRIVANDRUM,"KATAMERI POST, VILLIAPPALLY VIA, KOZHIKODE DIST, KERALA","(8.5241, 76.9366)",8.48807,76.869278
"RAJKUL SR. SEC. SCHOOL, BAL RANGRAN (KARNAL)",HARYANA,PANCHKULA,"V.P.O. BAL RANGRAN, DISTRICT KARNAL-132040","(30.74, 76.8)",30.694798,76.881698
GOVERNMENT MODEL HIGH SCHOOL,CHANDIGARH,PANCHKULA,"SECTOR 38 (WEST), U.T. CHANDIGARH","(30.74, 76.8)",30.800931,76.852443
KRIST JAYANTI SCHOOL,UTTAR PRADESH,DEHRADUN,"P.O. CHANDANPURA NAJIBABAD, BIJNOUR,","(30.345, 78.029)",30.310927,77.940825
KARAN PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,261 PANDAV NAGAR MEERUT UTTAR PRADESH,"(30.345, 78.029)",30.383222,78.060116
KENDRIYA VIDYALAYA,WEST BENGAL,BHUBANESWAR,ALIPURDUAR JUNCTION DT. JALPAIGURI WEST BENGAL,"(20.27, 85.84)",20.23502,85.911225
PARMARTH INTERNATIONAL SCHOOL,HIMACHAL PRADESH,PANCHKULA,"MANDI ROAD, KANGRA, TEH. BAIJNATH, HIMACHAL PRADESH","(30.74, 76.8)",30.714904,76.829297
"THE GOD INSTITUTION OF EDUCATION SENIOR SECONDARY SCHOOL,",HARYANA,PANCHKULA,"VILLAGE-HUSSAINKA,POST OFFICE- SHERPUR,DISTT GURGAON","(30.74, 76.8)",30.82432,76.832844
GREEN WOOD PUBLIC SCHOOL,UTTARAKHAND,DEHRADUN,SITARGANJ U S NAGAR UTTARANCHAL,"(30.345, 78.029)",30.386837,77.996478
GOVT SR SEC SCHOOL,SIKKIM,GUWAHATI,MANGAN NORTH SIKKIM,"(26.1722, 91.7458)",26.154007,91.808886
NALANDA SHIKSHAN SANSTHAN,UTTAR PRADESH,ALLAHABAD,UDHRANPUR SHAHABAD HARDOI UP,"(25.4358, 81.8463)",25.377186,81.837718
RD INTERNATIONAL SCHOOL,TAMILNADU,CHENNAI,"GATE PUDHUR, KARUR ROAD, ERODE-638104","(13.0825, 80.275)",13.072261,80.211706
KENDRIYA VIDYALAYA,KARNATAKA,CHENNAI,AFZALPUR TAKKE TORVI ROAD BIJAPUR KARNATAKA,"(13.0825, 80.275)",13.094783,80.335732
BHAKTIVEDANTS INSITUTE MISSION HIGHER SECONDARY SCHOOL,MANIPUR,GUWAHATI,AIRPORT ROAD SANGAIPROU IMPHAL MANIPUR,"(26.1722, 91.7458)",26.233964,91.835193
BAGARIA BAL VIDYA NIKETAN,RAJASTHAN,AJMER,MUKUNDGARH ROAD LAXMANGARH,"(26.4499, 74.6399)",26.514118,74.569354
WARANGAL PUBLIC SCHOOL,TELANGANA,CHENNAI,HUNTER ROAD SUBEDARI (P.O) HANAMKONDA WARANGAL DIST ANDHRA PRADESH,"(13.0825, 80.275)",13.111869,80.302141
GOVT HIGH SCHOOL,CHANDIGARH,PANCHKULA,SECT -32 D CHANDIGARH,"(30.74, 76.8)",30.644886,76.734257
GOVT BOYS SR SEC SCHOOL,DELHI,DELHI,"P-BLOCK, SULTANPURI, DELHI","(28.61, 77.23)",28.64007,77.188736
JDT ISLAM NEW HOPE ENGLISH SCHOOL,KERALA,TRIVANDRUM,"JDT ISLAM NEW HOPE ENGLISH SCHOOL, MARIKUNNU POST, CALICUT- 673012 KERALA","(8.5241, 76.9366)",8.510255,76.945302
SHARDE PUBLIC SCHOOL,HARYANA,PANCHKULA,V.P.O. MISRI,"(30.74, 76.8)",30.745896,76.758579
AMRITA VIDYALAYAM,TAMILNADU,CHENNAI,AMMAN NAGAR NESAPAKKAM CHENNAI,"(13.0825, 80.275)",13.148909,80.360572
HINDON PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"VILLAGE BHANERA, MAIN ROAD, RISTAL LONI","(25.4358, 81.8463)",25.342732,81.780519
J P PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,"DELHI ROAD NEAR ROADWAYS BUS DEPOT BARAUT, DISTT BAGHPAT, UTTAR PRADESH","(30.345, 78.029)",30.419826,77.959564
KENDRIYA VIDYALAYA NO.3,ODISHA,BHUBANESWAR,"MANCHESWAR RAILWAY COLONY BHUBANSHWAR, DISTT KHURDA, ORISSA","(20.27, 85.84)",20.304544,85.769907
ST.LAWRENCE INDIAN SCHOOL,KARNATAKA,CHENNAI,"GUNDALA, KINNIGOLI POST, MANGALORE TALUK, D.K","(13.0825, 80.275)",13.133837,80.2331
BIKASH BHARATI BLOOMS DAY SCHOOL,WEST BENGAL,BHUBANESWAR,P O GHURHSALBONI JHARGRAM P S JHARGRAM MIDNAPUR DISTT WEST BENGAL,"(20.27, 85.84)",20.276203,85.828687
GOVT LADY NOYCE SR. SEC SCHOOL,DELHI,DELHI,FOR DEAF & DUMB FEROZSHAH KOTLA NEW DELHI,"(28.61, 77.23)",28.536566,77.325733
MAHARISHI VIDYA MANDIR,HARYANA,PANCHKULA,P O PIPLI KURUKSHETRA (SANWLA) HARYANA,"(30.74, 76.8)",30.749218,76.835761
GOVT BOYS SR SEC SCHOOL,DELHI,DELHI,E-BLOCK NAND NAGRI DELHI,"(28.61, 77.23)",28.582553,77.15311
RAJA RAM MOHAN ROY PUBLIC SCHOOL,DELHI,DELHI,"SECTOR 8 POCKET C-8 MADHUBAN CHOWK ROHINI, DISTT NORTH WEST DELHI, DELHI","(28.61, 77.23)",28.661876,77.142826
KENDRIYA VIDYALAYA,UTTAR PRADESH,ALLAHABAD,"PHULPUR IFFCO TOWNSHIP ALLAHABAD, UTTAR PRADESH","(25.4358, 81.8463)",25.446996,81.812429
ST. MARY CONVENT SR. SEC SCHOOL,RAJASTHAN,AJMER,AJMER RAJASTHAN,"(26.4499, 74.6399)",26.509656,74.700325
KISHOR SURYAWANSHI INTERNATIONAL SCHOOL,MAHARASHTRA,CHENNAI,POST BOX 608; PANCHAVATI POST OFFICE; NASHIK - 422 003,"(13.0825, 80.275)",13.12858,80.311686
I.T NEXT GEN SCHOOL,PUNJAB,PANCHKULA,"VILL SHARIFCHAK, NEAR KIRI KHURD BUS STAND, TEHSIL PATHANKOT","(30.74, 76.8)",30.691566,76.742764
FLOREAL INTERNATIONAL SCHOOL,KERALA,TRIVANDRUM,PO VOLIYAPARAMHA MALAPPURAM DISTT KERALA,"(8.5241, 76.9366)",8.524332,76.932345
KENDRIYA VIDYALAYA,RAJASTHAN,AJMER,ARMY CAMP ITARANA ALWAR RAJASTHAN,"(26.4499, 74.6399)",26.422831,74.556715
DASMESH PUBLIC SCHOOL,PUNJAB,PANCHKULA,FARIDKOT PUNJAB,"(30.74, 76.8)",30.778748,76.702402
ARYA VIDYAPITH,BIHAR,PATNA,"AT- LAXMIPUR, P.O.- SHANKAR SARAIYA , P.S.- TURKAULIA, DISTT.- EAST CHAMPARAN","(25.6, 85.1)",25.557358,85.060782
CENTRAL PUBLIC SCHOOL,JHARKHAND,PATNA,"MAIN ROAD, ADITYPUR, DOSTT. SERAIKELA-KHARSAWAN, DISTT WEST SINGHBHUM, JHARKHAND","(25.6, 85.1)",25.543597,85.076504
INDRAPRASTHA MODERN SCHOOL,DELHI,DELHI,"B-246,247 , RAJEEV NAGAR, BEGAMPUR, OPP. ROHINI SECTOR-22","(28.61, 77.23)",28.689189,77.209775
SHANTI NIKETAN PUBLIC SCHOOL,HARYANA,PANCHKULA,TEK CHAND NAGAR GURGAON HARYANA,"(30.74, 76.8)",30.753293,76.833605
SMR NATIONAL SCHOOL,TAMILNADU,CHENNAI,"LOTUS PARK, CHERUPALOOR P.O, KULASEKHARAM,","(13.0825, 80.275)",13.121793,80.318863
VIDYA INTERNATIONAL SCHOOL,PUNJAB,PANCHKULA,"VPO AKHARA, TEHSIL JAGRAON","(30.74, 76.8)",30.795004,76.826305
CHINMAYA VIDYALAYA,KERALA,TRIVANDRUM,"PAYYANUR,  DISTT. KANNUR,  KERALA","(8.5241, 76.9366)",8.572347,76.878844
M G M PUBLIC SCHOOL,PUNJAB,PANCHKULA,URBAN ESTATE PHASE I DURGI LUDHIANA PUNJAB,"(30.74, 76.8)",30.665342,76.873834
GOVT HIGHER SECONDARY SCHOOL,CHATTISGARH,BHUBANESWAR,DULDULA JASHPUR NAGAR CHHATTISGARH,"(20.27, 85.84)",20.295918,85.80186
GOVT BOYS SR. SEC  SCHOOL,DELHI,DELHI,JOSHI COLONY MANDAWLI DELHI,"(28.61, 77.23)",28.657202,77.152345
SHRI RAM PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"TEJPUR, JAWAN, ALIGARH","(25.4358, 81.8463)",25.379944,81.830683
GOOD SHEPHERD ENGLISH SCHOOL,PUDUCHERRY,CHENNAI,"NO.15, MELAKASAKUDY, NEDUNGADU COMMUNE, KARAIKAL.","(13.0825, 80.275)",13.153095,80.212212
KENDRIYA VIDYALAYA NO 2,TAMILNADU,CHENNAI,H A P P TOWNSHIP TIRUCHIRAPALLI TAMIL NADU,"(13.0825, 80.275)",13.106495,80.307608
"NEW CATHOLIC MISSION SCHOOL, JHABUA",MADHYA PRADESH,AJMER,"BUS STAND, NEAR NAGAR PALIKA, JHABUA (MP)","(26.4499, 74.6399)",26.479823,74.674205
GURU NANAK MODEL SCHOOL,UTTARAKHAND,DEHRADUN,"RAM NAGAR ROAD, KASHIPUR,","(30.345, 78.029)",30.316759,78.12701
FUTURE CAMPUS SCHOOL,WEST BENGAL,BHUBANESWAR,"SONARPUR STATION ROAD, DISTT KOLKATA, WEST BENGAL","(20.27, 85.84)",20.322008,85.752384
TAKSHILA ACADEMY,UTTAR PRADESH,ALLAHABAD,"LOREPUR TAJAN, MALIPUR ROAD, DISTT AKBARPUR, UTTAR PRADESH","(25.4358, 81.8463)",25.504734,81.910701
GOOD SHEPHERDS CENTRAL SCHOOL,KERALA,TRIVANDRUM,"MULLASSERY P.O., CHAVAKKAD, THRISSUR,","(8.5241, 76.9366)",8.500056,76.861141
ALARD PUBLIC SCHOOL,MAHARASHTRA,CHENNAI,"S.NO 50, NEAR RAJIV GANDHI IT PARK, HINJEWADI","(13.0825, 80.275)",13.059709,80.374561
MARGADARSHAN CENTRAL SCHOOL.ILKAL,KARNATAKA,CHENNAI,"ILAKAL(TONDIHAL),GORABAL DIST. HUNGUND TALUK BAGALKOT","(13.0825, 80.275)",13.016802,80.292108
"CAMBRIDGE OVERSEAS SCHOOL, MUKERIAN",PUNJAB,PANCHKULA,"WARD NO. 10, BADDA BAGOWAL","(30.74, 76.8)",30.688451,76.745405
BHAVANS MUNSHI VIDYASHRAM,KERALA,TRIVANDRUM,BHAVANS MUNSHI VIDYASHRAM OLD GUEST HOUSE ROAD THIRUVAMKULAM THIRUPUNATHURA COCHIN,"(8.5241, 76.9366)",8.62234,77.014834
"THE MATSYA SCHOOL , BANSUR",RAJASTHAN,AJMER,NARAYANPUR ROAD (NOPLAWALI) BANSUR,"(26.4499, 74.6399)",26.445737,74.654698
DAV PUBLIC SCHOOL,ODISHA,BHUBANESWAR,"BHATIPARA TITILAGARH, BOLANGIR, ORISSA","(20.27, 85.84)",20.310727,85.910158
GATEWAY INTERNATIONAL HIGH SCHOOL,TELANGANA,CHENNAI,"1-2-13, BUDVEL RAJENDRANAGAR RANGAREDDY HYDERABAD","(13.0825, 80.275)",13.172702,80.298813
GOVT GIRLS SR SEC SCHOOL NO-2,DELHI,DELHI,MOLAR BAND NEW DELHI,"(28.61, 77.23)",28.661553,77.226361
C.V INTERNATIONAL SCHOOL,UTTAR PRADESH,ALLAHABAD,NEAR YAMUNA EXPRESS WAY CROSSING UJRAYI KHANDARI AGRA,"(25.4358, 81.8463)",25.384049,81.939435
JAWAHAR NAVODAYA VIDYALAYA,ARUNACHAL PRADESH,GUWAHATI,"KOMBO PO AALO, WEST SIANG DISTT. ARUNACHAL PRADESH","(26.1722, 91.7458)",26.238998,91.839176
GOVT SARVODAYA BOYS SR SEC SCHOOL,DELHI,DELHI,RAMESH NAGAR NEW DELHI,"(28.61, 77.23)",28.695588,77.318514
GURU TEG BAHADUR PUBLIC SCHOOL,CHANDIGARH,PANCHKULA,SECTOR 15 C CHANDIGARH,"(30.74, 76.8)",30.719463,76.770953
NATIONAL ACADEMY,UTTAR PRADESH,ALLAHABAD,"GAJRAGANJ, MUNGRABADSHAHPUR, JAUNPUR, U.P.","(25.4358, 81.8463)",25.375144,81.777926
S.R.CONVENT SCHOOL,HARYANA,PANCHKULA,"VILLAGE & POST OFFICE - MOHNA, SUB-TEHSIL-MOHNA, FARIDABAD","(30.74, 76.8)",30.659031,76.866485
RANI PRITAM KUNWAR SCHOOL,UTTAR PRADESH,DEHRADUN,"NEEL BAGH, SAHASPUR, BILARI, MORADABAD (UP)","(30.345, 78.029)",30.358868,78.062708
MILIND PUBLIC SCHOOL,KARNATAKA,CHENNAI,"SPOTHIDHAMA ANJANANAGAR MAGADI MAIN ROAD VISHWANEEDAM, BANGALORE","(13.0825, 80.275)",13.171162,80.315961
"SWAMI VIVEKANAND GOVERNMENT MODEL SCHOOL,",RAJASTHAN,AJMER,"BLOCK- ANTA CAMPUS- SISWALI, DISTT. BARAN, RAJASTHAN-325206","(26.4499, 74.6399)",26.451553,74.683352
ACADEMIC HEIGHTS PUBLIC SCHOOL,GUJARAT,AJMER,"SURVEY NO. 248, VILLAGE-SHINAY,TALUKA GANDHIDHAM,DISTT. KUTCH,GUJARAT-370201","(26.4499, 74.6399)",26.543623,74.590194
KENDRIYA VIDYALAYA,ANDHRA PRADESH,CHENNAI,"BESIDES YSR PART, RAMNAGAR NALGONDA, ANDHRA PRADESH -508001","(13.0825, 80.275)",12.98387,80.352691
NATIONAL PUBLIC SCHOOL,JHARKHAND,PATNA,"KATIA STATION ROAD, PARSABAD, JAINAGAR DISS. KODERMA, JHARKHAND- 825318","(25.6, 85.1)",25.669452,85.052941
AIR FORCE SCHOOL,UTTAR PRADESH,ALLAHABAD,HINDON GHAZIABAD UTTAR PRADESH,"(25.4358, 81.8463)",25.365444,81.832928
UPADHYAY CONVENT SCHOOL,DELHI,DELHI,"D BLOCK MAIN ROAD KADI VIHAR , NEAR NATHUPURA , BURARI , DELHI","(28.61, 77.23)",28.690994,77.310497
KENDRIYA VIDYALAYA,KERALA,TRIVANDRUM,PANGODE  TIRUMALA (PO) TRIVANDRUM KERALA,"(8.5241, 76.9366)",8.587704,76.959315
ST THOMAS CONVENT SCHOOL,MADHYA PRADESH,AJMER,VIDISHA ROAD,"(26.4499, 74.6399)",26.403928,74.69482
KOVAI PUBLIC SCHOOL,TAMILNADU,CHENNAI,"SF NO 478,  ELACHIPALAYAM ROAD, NEAR CHENNIYANDAVAR TEMPLE, KARUMATHAMPATTI","(13.0825, 80.275)",13.073604,80.324352
GURU TEG BAHADUR KHALSA PUBLIC SCHOOL,PUNJAB,PANCHKULA,MALOUT MUKTSAR PUNJAB,"(30.74, 76.8)",30.831195,76.897259
EMMANUEL MISSION SCHOOL,RAJASTHAN,AJMER,"EMMANUEL MISSION SCHOOL,","(26.4499, 74.6399)",26.413609,74.656362
JAWAHAR NAVODAYA VIDYALAYA,UTTAR PRADESH,ALLAHABAD,HATHOURA BUJURG SHAHJANPUR UTTAR PRADESH,"(25.4358, 81.8463)",25.388434,81.918398
SHREE BHARTI ACADEMY,BIHAR,PATNA,EKDERWA,"(25.6, 85.1)",25.574709,85.097757
JAWAHAR NAVODAYA VIDYALAYA,BIHAR,PATNA,KOLASI VIA BMP-7 P.O. SANDALPUR DISTT KATIHAR BIHAR,"(25.6, 85.1)",25.67905,85.040575
ST. PAUL'S HIGHER SECONDARY SCHOOL,MADHYA PRADESH,AJMER,"CIVIL LINES, MURWARA","(26.4499, 74.6399)",26.403469,74.63548
GLOBAL ENGLISH SCHOOL,FOREIGN SCHOOLS,DELHI,PO BOX 15598 AL AIN  U A E C/O FIRST SECY CONS GEN OF INDIA ABU DHABI U A E,"(28.61, 77.23)",28.607743,77.210132
BRIGHT LAND PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,AHMADNAGAR AMROHA UTTAR PRADESH,"(30.345, 78.029)",30.282933,77.950903
"SIR CHOTTU RAM SENIOR SECONDARY SCHOOL,",HARYANA,PANCHKULA,V.P.O GOHIYAN TEH. ALEWA DISTT. JIND.,"(30.74, 76.8)",30.810722,76.810789
SEVATI DEVI MEMORIAL VIDYA MANDIR,DELHI,DELHI,"MAHAVIR ENCLAVE, DISTT SOUTH WEST DELHI, NEW DELHI","(28.61, 77.23)",28.584202,77.302011
AKARA WORLD SCHOOLS - CBSE,TAMILNADU,CHENNAI,"NO.1, UDAYANPATTI MAIN ROAD, UDAYANPATTI, KK NAGAR","(13.0825, 80.275)",13.039426,80.204329
ST GREGORIOS ENGLISH MEDIUM SCHOOL,KERALA,TRIVANDRUM,"KAIPATTOOR PO PATHANAMTHITTA DISTT., KERALA","(8.5241, 76.9366)",8.516163,76.935423
SAINIK PUBLIC SCHOOL,MAHARASHTRA,CHENNAI,"AT&PO-WADKI TAH-RALEGAON, DIST-YAVATMAL(M.S.)","(13.0825, 80.275)",13.135007,80.356598
MAA KANKESHWARI DEVI VIDYA VIHAR,MADHYA PRADESH,AJMER,"G-62/1,LIG COLONY","(26.4499, 74.6399)",26.452306,74.582303
GOVT BOYS SR SEC SCHOOL,DELHI,DELHI,AVANTIKA ROHINI SEC-I DELHI,"(28.61, 77.23)",28.642819,77.208161
JAWAHAR NAVODAYA VIDYALAYA,UTTAR PRADESH,ALLAHABAD,AHMEDPUR BHOGAON MAINPURI DT UTTAR PRADESH,"(25.4358, 81.8463)",25.450468,81.933631
CHANDRIKASINGH BIDYA SECONDARY EDUCATION PUBLIC SCHOOL,BIHAR,PATNA,"AT-BASDILA KHAS, PS+ANCHAL-GOPALGANJ, DISTT-GOPALGANJ,BIHAR","(25.6, 85.1)",25.544646,85.16794
D A V PUBLIC SCHOOL,HARYANA,PANCHKULA,PUNDRI KAITHAL HARYANA,"(30.74, 76.8)",30.72387,76.821915
"G. D. GOENKA PUBLIC SCHOOL, AGRA",UTTAR PRADESH,ALLAHABAD,"BODLA-BICHPURI ROAD, AGRA","(25.4358, 81.8463)",25.44951,81.899544
AGARWAL INTERNATIONAL PUBLIC SCHOOL,MADHYA PRADESH,AJMER,"PLOT NO. 92, KASBA AHMEDPUR, TEHSIL VIDISHA, DISTRICT VIDISHA 464001(M.P.)","(26.4499, 74.6399)",26.440252,74.6381
C S H P MEMORIAL PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,OPP. JAIN TUBE CO. MEERUT ROAD GHAZIABAD UTTAR PRADESH,"(30.345, 78.029)",30.354213,78.12073
MAR GREGORIOUS MEMORIAL RESIDENTIAL PUBLIC SCHOOL,KERALA,TRIVANDRUM,"KATTARAKKARA, DISTT KOLLAM KERALA","(8.5241, 76.9366)",8.461145,77.025792
